product_name,categories_en,categories_tags,proteins_100g,sugars_100g,fat_100g,fiber_100g,energy_100g,ingredients_text,Primary_Category
Chex Mix Cookies & Cream Muddy Buddies,Snacks,en:snacks,3.03,36.36,13.64,3.0,1904.0,"degermed yellow corn meal, sugar, palm kernel oil, chocolate cookie crumbs (wheat flour, sugar, palm oil, cocoa processed with alkali, salt, dextrose, baking soda, chocolate liquor, corn oil, bht to protect flavor), dextrose, whey powder. contains 2% or less of: modified corn starch, vegetable oil (rice bran, palm), soy lecithin, color added, salt, baking soda, distilled monoglycerides, yellow corn flour, natural and artificial flavor. freshness preserved by calcium propionate and bht. contains wheat, milk, and soy ingredients.",Cookies & Biscuits
"Ocean Spray, Fruit Flavored Snacks, Berries & Cherries, Berries & Cherries","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",0.0,43.5,0.0,,1460.0,"Fruit Juice Blend From Concentrate (Pear, Apple, Cranberry), Corn Syrup, Sugar, Modified Corn Starch. Contains 2% Or Less Of: Fruit Pectin, Citric Acid, Vitamin C (Ascorbic Acid), Dextrose, Sodium Citrate, Malic Acid, Vegetable Juice And Fruit Juice Added For Color, Sunflower Oil, Potassium Citrate, Natural Flavor, Carnauba Wax.",Chocolate & Candy
Brownies Chocolate Chip Cookie,"Snacks,Sweet snacks,Bars,Cereal bars,Chocolate cereal bars","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars",8.0,8.0,10.0,28.0,1170.0,"Chicory Root Extract, Erythritol, Wheat Flour Bleached, Semisweet Chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin, natural flavor), Sugarcane Fiber, Vegetable Glycerin, Canola Oil, Polydextrose, Sorbitol, Calcium Caseinate, Palm Kernel and Palm Oil, Whey Protein Concentrate, Egg White, Molasses, Leavening (baking soda, sodium aluminum phosphate), Cocoa, Salt, Natural Flavor, Soy Lecithin, Stevia Leaf Extract",Bars
"Breakfast Biscuits, Lemon Poppy Seed",Snacks,en:snacks,8.0,20.0,18.0,8.0,1930.0,"Whole Grain Oats, Whole Grain Oat Flour, Sugar, Canola Oil, Tapioca Syrup, Whole Grain Barley Flakes, Butter, Poppy Seed, Maltodextrin, Whole Grain Wheat Flakes, Baking Soda, Lemon Puree, Corn Starch, Gum Arabic, Salt, Citric Acid, Lemon Juice, Lemon Oil, Oil Of Rosemary.",Nuts & Seeds
Gingerbread Baked Bars,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",4.0,32.0,12.0,20.0,1510.0,"Wheat Flour Bleached, Sugar, Chicory Root Extract, Cinnamon Bits (Sugar, Vegetable Oil (Palm, Palm Kernel), Cinnamon, Soy Lecithin), Sugarcane Fiber, Vegetable Oil (Canola, Palm, Palm Kernel), Fructose, Molasses, Vegetable Glycerin, Dried Egg White, Water, Leavening (Baking Soda, Sodium Aluminum Phosphate), Whey, Spice Corn Starch, Salt, Cinnamon, Natural Flavor, Nonfat Dry Milk, Cocoa, Corn Syrup, Xanthan Gum, Locust Bean Gum, Soy Lecithin, Oil Of Rosemary, Color Added.",Bars
"General Mills, Bugles, Crispy Corn Snacks, Original, Original",Snacks,en:snacks,3.33,3.33,30.0,3.3,2230.0,"Degermed Yellow Corn Meal, Coconut Oil, Sugar, Salt, Baking Soda. Freshness Preserved By Bht.",Chips & Salty Snacks
Betty Crocker Delights Super Moist Red Velvet Cake Mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Baking Mixes,Dessert mixes,Pastry helpers,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:baking-mixes,en:dessert-mixes,en:pastry-helpers,en:cake-mixes",4.65,41.86,3.49,2.3,1556.0,"enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, corn syrup, leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), cocoa processed with alkali, contains 2% or less of: corn starch, modified corn starch, palm oil, propylene glycol mono and diesters of fatty acids, distilled monoglycerides, salt, dicalcium phosphate, sodium stearoyl lactylate, red 40, xanthan gum, cellulose gum, artificial flavor,",Cookies & Biscuits
"Sweet & Salty Nut Granola Bars, Chocolate Pretzel Nut",Snacks,en:snacks,5.71,22.9,14.3,2.91,1790.0,"Whole Grain Oats, Corn Syrup, Sugar, Whole Grain Wheat Flour, Almonds, Vegetable Oils (Palm Kernel, Canola And/Or Soybean), Rice Flour Fructose, Tapioca Syrup, Vegetable Glycerin, Cocoa, Salt, Soy Lecithin, Corn Starch, Barley Malt Extract, Milk, Baking Soda, Yeast, Natural Flavor, Mixed Tocopherols Added To Retain Freshness.",Bars
"Nature Valley, Nut Crisp Bars, Almond Dark Chocolate, Almond Dark Chocolate",Snacks,en:snacks,12.0,24.0,36.0,8.0,2180.0,"Almond Pieces, Sugar, Roasted Peanuts, Rice Flour, Roasted Sunflower Seeds (Sunflower Seeds, Sunflower Oil), Vegetable Oils (Palm Kernel, Palm, Canola), Cocoa, Salt, Rice Maltodextrin, Soy Lecithin, Milk, Natural Flavor, Oil Of Rosemary.",Bars
"Nature Valley, Nut Crisp Bars, Salted Caramel Peanut, Salted Caramel Peanut",Snacks,en:snacks,16.0,24.0,36.0,8.0,2340.0,"Roasted Peanuts, Sugar, Roasted Sunflower Seeds (Sunflower Seeds, Sunflower Oil), Rice Flour, Vegetable Oils (Palm Kernel, Palm, Canola), Pumpkin Seeds, Salt, Nonfat Dry Milk, Milk, Rice Maltodextrin, Partially Defatted Peanut Flour, Soy Lecithin, Natural Flavor, Oil Of Rosemary.",Bars
"Nature Valley, Soft Baked Oatmeal Squares, Cinnamon, Brown Sugar, Cinnamon, Brown Sugar",Snacks,en:snacks,5.71,25.7,14.3,5.71,1790.0,"Whole Grain Oats, Whole Wheat Flour, Brown Sugar, Canola Oil, Tapioca Syrup, Sugar, Vegetable Glycerin, Molasses Flavored Coating (Sugar, Palm Kernel Oil, Reduced Minerals Whey, Skim Milk, Molasses, Maltodextrin, Palm Oil, Soy Lecithin, Natural Flavor), Chicory Root Extract, Egg Yolk, Raisin Juice Concentrate, Water, Baking Soda, Gum Arabic, Egg White, Salt, Cinnamon, Natural Flavor.",Other Snacks
Chocolate Fudge Brownie,"Snacks,Sweet snacks,Biscuits and cakes,Cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",4.0,32.0,12.0,20.0,1510.0,"Wheat Flour Bleached, Sugar, Chicory Root Extract, Chocolate Flavored Chips (Sugar, Palm Kernel Oil, Dutch Cocoa [Processed With Alkali], Soy Lecithin, Milk, Salt, Natural Flavor), Vegetable Oil (Canola, Palm, Palm Kernel), Fructose, Dutch Cocoa (Processed With Alkali), Sugarcane Fiber, Vegetable Glycerin, Water. Contains 2% Or Less Of: Cocoa, Leavening (Baking Soda, Sodium Aluminum Phosphate), Natural Flavor, Salt, Corn Starch, Modified Corn Starch, Dried Egg White, Soy Lecithin, Whole Milk Solids, Xanthan Gum, Locust Bean Gum, Milk.",Cookies & Biscuits
Super Moist Yellow Cake Mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",2.33,44.19,3.49,0.0,1556.0,"Enriched Flour Bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Corn Syrup, Leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate). Contains 2% or less of: Modified Corn Starch, Corn Starch, Palm Oil, Propylene Glycol Mono and Diesters, Salt, Monoglycerides, Dicalcium Phosphate, Sodium Stearoyl Lactylate, Xanthan Gum, Cellulose Gum, Natural and Artificial Flavor, Yellows 5 & 6.",Cookies & Biscuits
"Ocean Spray, Fruit Snacks, Berries & Cherries, Berries & Cherries","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",0.0,43.5,0.0,,1460.0,"Fruit Juice Blend From Concentrate (Pear, Apple, Cranberry), Corn Syrup, Sugar, Modified Corn Starch. Contains 2% Or Less Of: Fruit Pectin, Citric Acid, Vitamin C (Ascorbic Acid), Dextrose, Sodium Citrate, Malic Acid, Vegetable Juice And Fruit Juice Added For Color, Sunflower Oil+, Potassium Citrate, Natural Flavor, Carnauba Wax.",Chocolate & Candy
Betty Crocker Hello Kitty Fruit Snacks 10 Count,Snacks,en:snacks,0.0,39.13,0.0,0.0,1456.0,"Corn syrup, sugar, modified corn starch, apple juice concentrate. contains 2% or less of: citric acid, fruit pectin, sodium citrate, malic acid, dextrose, vitamin c (ascorbic acid), sunflower oilÃ¢â‚¬ , color (vegetable juice, spirulina extract, fruit juice, annatto extract, and turmeric extract), natural flavor, carnauba wax. Ã¢â‚¬ adds a trivial amount of fat",Fruit Snacks
Nature Valley Crunchy Oats 'N Honey,"Snacks,Sweet snacks,Bars,Cereal bars","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars",7.14,26.2,16.7,4.76,1890.0,"Whole Grain Oats, Sugar, Canola and/or Sunflower Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor",Bars
Fruit flavored snacks,Snacks,en:snacks,0.0,39.13,0.0,13.04,1455.0,"Corn syrup, sugar, modified corn starch, pear juice concentrate, apple juice concentrate. contains 2% or less of: vitamin c (ascorbic acid), citric acid, fruit pectin, sodium citrate, malic acid, dextrose, color (vegetable juice, fruit juice, annatto extract, and turmeric extract), sunflower oilÃ¢â‚¬ , natural flavor, carnauba wax.Ã¢â‚¬ adds a trivial amount of fat",Fruit Snacks
Chocolatey Cereal Bar With Spooky-Fun Marshmallows,Snacks,en:snacks,4.17,37.5,12.5,4.21,1750.0,"Cereal (Whole Grain Corn, Sugar, Corn Meal, Corn Syrup, Cocoa Processed With Alkali, Fructose, Canola Oil, Salt, Caramel Color, Refiner'S Syrup, Baking Soda, Natural Flavor. Vitamins And Minerals: Calcium Carbonate, Tricalcium Phosphate, Zinc And Iron (Mineral Nutrients), Vitamin C (Sodium Ascorbate), A B Vitamin (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Mononitrate), Vitamin A (Palmitate), A B Vitamin (Folic Acid), Vitamin B12, Vitamin D3), Corn Syrup, Sugar, Milk Chocolate Flavored Chip (Sugar, Palm Kernel And/Or Palm Oil, Cocoa Processed With Alkali, Nonfat Milk, Soy Lecithin, Vanilla Extract), Chocolate Flavored Crisp Rice (Rice Flour, Cocoa Processed With Alkali, Sugar, Barley Malt Extract, Salt, Color Added, Bht To Retain Freshness), Fructose, Marshmallow Bits (Sugar, Corn Syrup, Modified Corn Starch, Gelatin, Sodium Hexametaphosphate, Artificial And Natural Flavor, Blue 1), Palm Kernel Oil, High Fructose Corn Syrup, Canola Oil, Whole Wheat Flour, Cocoa Processed With Alkali, Nonfat Milk, Brown Rice Flour. Contains 2% Or Less Of: Glycerin, Calcium Carbonate, Maltodextrin, Sorbitol, Whole Oat Flour, Corn Flour, Salt, Color Added, Gelatin, Modified Wheat Starch, Natural And Artificial Flavor, Soy Lecithin.",Bars
Bty crk frt rollups mini rolls frt flvrd sncks halloween,Snacks,en:snacks,0.0,50.0,5.0,0.0,1674.0,"Corn syrup, dried corn syrup, sugar, pear puree concentrate, palm oil. contains 2% or less of: citric acid, sodium citrate, fruit pectin, monoglycerides, malic acid, dextrose, vitamin c (ascorbic acid), acetylated monoglycerides, natural flavor, color (red 40, yellows 5 & 6, blue 1).",Other Snacks
"Cinnamon Toast Crunch, Treats, Milk'N Cereal Bars",Snacks,en:snacks,4.17,33.3,12.5,0.0,1750.0,"Cereal (Whole Grain Wheat, Rice Flour, Sugar, Maltodextrin, Dextrose, Salt, Canola And/Or Rice Bran Oil, Trisodium Phosphate, Calcium Carbonate, Zinc And Iron [ Mineral Nutrients], Caramel Color, A B Vitamin [ Niacinamide], Vitamin B6 [ Pyridoxine Hydrochloride], Vitamin B2 [ Riboflavin], A B Vitamin [ Folic Acid]), Confectionery Coating (Sugar, Palm Kernel Oil, Maltodextrin, Yogurt Powder [ Cultured Nonfat Milk, Whey Protein Concentrate, Yogurt Cultures], Nonfat Milk, Soy Lecithin, Natural Flavor), Corn Syrup, Crisp Rice (Rice Flour, Barley Malt Extract, Salt), Fructose, Canola And/Or Rice Bran Oil, High Fructose Corn Syrup, Sugar. Contains 2% Or Less Of: Glycerin, Maltodextrin, Calcium Carbonate, Sorbitol, Yellows 5 & 6 Lake, Red 40 Lake, Blue 1 Lake And Other Color Added, Gelatin, Salt, Cinnamon, Natural Flavor, Vitamin A (Palmitate), Vitamin B1 (Thiamin Mononitrate), Vitamin B12, Vitamin D3.",Bars
"Chewy Bars, Oats & Chocolate",Snacks,en:snacks,5.0,20.0,11.2,22.5,1460.0,"Chicory Root Extract, Semisweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Vanilla), Whole Grain Oats, Corn Syrup, Rice Flour, Barley Flakes, Sugar, Canola And Palm Kernel Oil, Vegetable Glycerin, Corn Starch, Maltodextrin, Tricalcium Phosphate, Soy Lecithin, Sugarcane Fiber, Dutch Cocoa (Processed With Alkali), Salt, Water, Fructose, Malt Extract, Natural Flavor, Cellulose Gum, Baking Soda, Whole Milk Solids, Vitamin E (Mixed Tocopherols) Added To Retain Freshness.",Bars
"Mott'S, Fruity Centers Fruit Snacks, Mixed Berry, Mixed Berry","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",0.0,40.0,6.0,,1510.0,"Corn Syrup, Sugar, Pear Puree Concentrate, Fructose, Modified Corn Starch, Maltodextrin, Palm Oil, Glycerin. Contains 2% Or Less Of: Cottonseed Oil, Grape Juice Concentrate, Citric Acid, Carrageenan, Vitamin C (Ascorbic Acid), Monoglycerides, Sodium Citrate, Malic Acid, Vegetable And Fruit Juice Added For Color, Potassium Citrate, Natural Flavor, Agar-Agar, Xanthan Gum.",Chocolate & Candy
"Hawaiian Punch, Fruit Flavored Snacks","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",0.0,43.5,0.0,,1460.0,"Fruit Juice Blend From Concentrate (Pear, Apple), Corn Syrup, Sugar, Modified Corn Syrup, Sugar, Modified Corn Starch. Contains 2% Or Less Of: Fruit Pectin, Citric Acid, Vitamin C (Ascorbic Acid), Dextrose, Sodium Citrate, Malic Acid, Potassium Citrate, Sunflower Oil+, Natural And Artificial Flavor, Carnauba Wax, Color (Red 40, Yellow 5, Blue 1).",Chocolate & Candy
"Granola Bars, Oats 'N Honey",Snacks,en:snacks,7.14,26.2,16.7,4.81,1890.0,"Whole Grain Oats, Sugar, Canola Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor.",Bars
"Multigrain Sweet Potato Chips, Barbecue",Snacks,en:snacks,3.57,7.14,21.4,3.61,1790.0,"Whole Grain Corn Flour, Sunflower Oil, Sweet Potato Powder (Dried Sweet Potatoes, Sugar, Sodium Acid Pyrophosphate, Tetra Sodium Pyrophosphate [To Preserve Freshness)), Rice Flour, Whole Grain Brown Rice Flour, Sugar, Whole Grain Buckwheat Flour. Contains 2% Or Less Of: Maltodextrin, Salt, Refiner'S Syrup, Brown Sugar, Spice, Tomato Powder, Paprika, Modified Corn Starch, Buckwheat Fiber, Onion Powder, Autolyzed Yeast Extract, Molasses Powder, Dried Honey, Citric Acid, Natural Flavor, Natural Mesquite Smoke Flavor.",Bars
Granola Protein Oats & Honey,"Plant-based foods and beverages,Plant-based foods,Snacks,Breakfasts,Cereals and potatoes,Sweet snacks,Cereals and their products,Breakfast cereals,Bars,Mueslis","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:breakfast-cereals,en:bars,en:mueslis",20.0,24.6,10.8,6.15,1740.0,"whole grain oats, sugar, soy protein isolate, canola oil, honey, molasses, rice starch, soy lecithin, baking soda, salt, natural flavor, vitamin e (mixed tocopherols) added to preserve freshness,",Bars
Mott's Medleys Assorted Fruit Fruit Flavored Snacks XXL Pouch,Snacks,en:snacks,0.0,43.33,0.0,0.0,1393.0,"Corn Syrup, Sugar, Modified Corn Starch, Pear Juice Concentrate, Apple Juice Concentrate, Strawberry Puree, Carrot Juice Concentrate. Contains 2% or less of: Fruit Pectin, Citric Acid, Vitamin C (ascorbic acid), Dextrose, Sodium Citrate, Malic Acid, Potassium Citrate, Sunflower OilÃ¢â‚¬ , Vegetable and Fruit Juice Added for Color, Natural Flavor, Carnauba Wax.Ã¢â‚¬ Adds A Trivial Amount Of Fat",Fruit Snacks
"Chex, Chips, Cheddar Japaleno",Snacks,en:snacks,3.57,7.14,25.0,3.61,2090.0,"Sunflower Oil, Whole Wheat, Wheat Flour, Wheat Starch, Corn Flour, Rice Flour, Sugar, Whole Barley Flour, Whole Oat Flour. Contains 2% Or Less Of: Salt, Whey, Maltodextrin, Onion Powder, Potassium Chloride, Garlic Powder, Monosodium Glutamate, Reduced Lactose Whey, Dried Jalapeno Peppers, Tomato Powder, Spices, Dried Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Dried Blue Cheese (Milk, Cheese Cultures, Salt, Enzymes), Citric Acid, Natural And Artificial Flavor, Canola Oil, Colored With (Artificial Color, Yellow 6, Yellow 5, Yellow 6 Lake, Yellow 5 Lake), Freshness Preserved By Citric Acid, Sodium Caseinate.",Chips & Salty Snacks
"Fiber One, Crunchy Cookies, Chocolate Chip, Chocolate Chip","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",3.85,34.6,23.1,19.2,1770.0,"Semisweet Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin, Artificial Flavor), Whole Wheat Flour, Modified Wheat Starch, Butter, Sugar, Brown Sugar, Chicory Root Extract, Vegetable Oil (Palm, Canola), Eggs, Salt, Baking Soda, Milkfat, Soy Lecithin, Natural Flavor, Nonfat Milk.",Chips & Salty Snacks
"Snack Mix, Butter",Snacks,en:snacks,7.69,15.4,15.4,3.8,1770.0,"Degermed Yellow Corn Meal, Whole Wheat, Candy Coated Chocolate Flavored Pieces (Confectionery Coating [Sugar, Hydrogenated Palm Kernel Oil, Cocoa Powder, Whey Powder, Nonfat Dry Milk, Soy Lecithin, Vanilla], Sugar, Artificial Coloring (Including Red 40 Lake, Yellow 6 Lake, Yellow 6, Yellow 5 Lake, Blue 2 Lake, Blue 1 Lake), Gum Arabic, Corn Syrup, Confectioner'S Glaze [Carnauba Wax, Beeswax, Shellac]), Popcorn, Vegetable Oil (Soybean, Rice Bran, Coconut), Wheat Flour, Maltodextrin, Sugar. Contains 2% Or Less Of: Salt, Whey, Natural Flavor, Corn Syrup, Modified Corn Starch, Distilled Monoglycerides, Yeast Extract, Baking Soda, Trisodium Phosphate, Yellow Corn Flour, Calcium Carbonate, Disodium Inosinate And Guanylate, Extractives Of Annatto, Freshness Preserved By Bht, Yellow 5 Lake, Yeast, Extractives Of Turmeric.",Other Snacks
"Soft Baked Granola Bites, Blueberry Almond","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",17.8,24.4,15.6,2.2,1770.0,"Whole Grain Oats, Soy Protein Isolate, Sugar, Wheat Flour, Canola Oil, Refiner'S Syrup, Almond Pieces, Glycerin, Water, Honey, Dried Blueberries, Egg White, Molasses, Rice Starch, Soy Lecithin, Salt, Cinnamon, Baking Soda, Calcium Carbonate, Natural Flavor, Palm Oil, Blueberry Juice Concentrate. Vitamin E (Mixed Tocopherols) Added To Preserve Freshness.",Nuts & Seeds
"Nature Valley, Granola Bars, Chili Dark Chocolate, Chili Dark Chocolate",Snacks,en:snacks,8.57,25.7,22.9,5.71,1910.0,"Roasted Peanuts, Corn Syrup, Sugar, Whole Grain Oats, Semisweet Chocolate Chunks (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin, Natural Flavor), Rice Flour, Palm Kernel Oil, Almonds, Fructose, Tapioca Syrup, Cocoa, Pumpkin Seeds, Vegetable Glycerin, Canola Oil, Whole Grain Wheat, Salt, Soy Lecithin, Corn Starch, Barley Malt Extract, Milk, Cinnamon, Cayenne Pepper Powder, Natural Flavor, Baking Soda, Mixed Tocopherols Added To Retain Freshness.",Bars
Protein Chewy Bar,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars","en:snacks,en:sweet-snacks,en:bars,en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars",25.0,17.5,30.0,15.0,2090.0,"roasted peanuts, soy protein isolate, chicory root extract, semisweet chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, natural flavor), vegetable oils (palm kernel, palm, canola, peanut), sugar, corn syrup, whey protein concentrate, fructose, peanut butter (peanuts, salt), cocoa, vegetable glycerin, rice starch, soy lecithin, salt, corn starch, natural flavor. contains peanut, soy and milk ingredients. 30",Bars
"Fiber One, Cheesecake Bar, Salted Caramel, Salted Caramel","Snacks,Sweet snacks,Biscuits and cakes,Cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",5.26,26.3,15.8,13.2,1650.0,"Cream Cheese (Milk Cream, Cheese Cultures, Salt, Carob Bean Gum), Soluble Corn Fiber, Glycerin, Wheat Flour Bleached, Sugar, Fructose, Whole Wheat Flour, Brown Sugar, Invert Sugar, Butter, Modified Corn Starch, Palm Kernel And Palm Oil, Dried Cream Cheese (Milk, Cream, Cheese Cultures, Salt, Carob Bean Gum), Dried Egg White Sweetened Condensed Milk (Milk, Sugar, Lactose), Dried Buttermilk, Dried Sour Cream (Cream, Nonfat Milk, Cultures), Canola Oil, Lactose, Water, Honey, Refiner'S Syrup, Corn Syrup, Cream Of Tartar, Maltodextrin, Nonfat Dry Milk, Baking Soda, Salt, Natural Flavor, Color Added, Tapioca Starch, Sodium Alginate Lactic Acid, Cellulose Powder, Soy Lecithin, Citric Acid, Locust Bean Gum, Sodium Phosphate, Calcium Lactate, Citric Acid And Tocopherols Added To Retain Freshness.",Bars
Trail Mix Chewy Granola Bars,"Snacks,Sweet snacks,Bars,Cereal bars,Cereal bars with nuts,Fruits cereal bars","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:cereal-bars-with-nuts,en:fruits-cereal-bars",8.57,20.0,12.9,5.71,1790.0,"Whole Grain Oats, Corn Syrup, Almonds, Raisins, Sugar, Roasted Peanuts, Rice Flour, Vegetable Glycerin, Cranberries, Canola Oil, Fructose, Corn Starch, Soy Lecithin, Salt, Barley Malt Extract, Baking Soda, Natural Flavor. Vitamin E (mixed tocopherols)",Bars
Chewy Granola Bar Trail Mix,"Snacks,Sweet snacks,Bars,Cereal bars","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars",8.57,20.0,12.9,5.71,1790.0,"Whole Grain Oats, Corn Syrup, Sugar, Almonds, Cranberries, Roasted Peanuts, Raisins, Rice Flour, Vegetable Glycerin, Ca Fructose, Corn Starch, Soy Lecithin, Salt, Barley Malt Extract, Baking Soda, Natural Flavor, Vitamin E (mixed tocopherols)",Bars
Fruteria,"Snacks,Sweet snacks,Bars,Cereal bars,Fruits cereal bars,fr:Barres aux fruits,es:barra-de-granola","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:fruits-cereal-bars,fr:barres-aux-fruits,es:barra-de-granola",3.5,37.3,5.0,3.5,1538.5,"Trozos de arÃ¡ndanos con sabor a fresa (azÃºcar, arÃ¡ndanos, Ã¡cido cÃ­trico, saborizante natural, jugo concentrado de saÃºco, aceite vegetal (aceite de girasol refinado), lecitina de soya), hojuelas de avena integral  (19,8%), harina de arroz, jarabe de  maÃ­z, jarabe de maÃ­z con alto  contenido de maltosa, fructosa, azÃºcar, aceite vegetal, manzanas deshidratadas 4%, glicerina, lecitina de soya, almidÃ³n, fresas deshidratadas  2%, extracto de cebada malteada, sal, aceite vegetal, jugo concentrado de fresa, Ã¡cido malico, saborizante natural, Ã¡cido cÃ­trico, bicarbonato de sodio, mezcla de tocoferoles  concentrados aÃ±adidos para conservar la frescura, aceite vegetal.",Bars
Angel Food Cake Mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",7.89,60.5,0.0,0.0,1540.0,"Sugar, Wheat Flour Bleached, Egg White, Corn Starch, Baking Soda, Citric Acid, Calcium Phosphate, Salt, Cellulose Gum, Artificial Flavor, Sodium Lauryl Sulfate (a whipping aid).",Cookies & Biscuits
Angel food confetti cake mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",7.5,60.0,0.0,0.0,1569.0,"/ sugar, wheat flour bleached, egg white, corn starch, baking soda, citric acid, calcium chloride, corn syrup, enzyme modified soy protein, corn cereal, salt, palm oil, cellulose gum, artificial flavor, color (yellows 5 & 6, red 40, blue 1), sodium lauryl sulfate (a whipping aid).",Cookies & Biscuits
"Fruit & Nut Chewy Granola Bars, Trail Mix",Snacks,en:snacks,8.57,20.0,11.4,5.71,1670.0,"Whole Grain Oats, Corn Syrup, Almonds, Raisins, Sugar, Roasted Peanuts, Rice Flour, Vegetable Glycerin, Cranberries, Canola Oil, Fructose, Corn Starch, Soy Lecithin, Salt, Barley Malt Extract, Baking Soda, Natural Flavor, Mixed Tocopherols Added To Retain Freshness.",Bars
"Sweet & Salty Nut Granola Bars, Peanut",Snacks,en:snacks,11.4,20.0,22.9,2.91,2030.0,"Roasted Peanuts, Corn Syrup, Sugar, Whole Grain Oats, Palm Kernel Oil, Rice Flour, Whole Grain Wheat, Vegetable Glycerin, Whey, Peanut Butter (Peanuts, Salt), Fructose, Canola Oil, Salt, Soy Lecithin, Peanut Flour, Corn Starch, Barley Malt Extract, Honey Roasted Almond Butter (Almonds, Honey, Maltodextrin, Palm Oil, Mixed Tocopherols), Baking Soda, Natural Flavor, Vitamin E (Mixed Tocopherols) Added To Retain Freshness.",Bars
"General Mills, Despicable Me Fruit Flavored Snacks","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",0.0,43.5,0.0,,1460.0,"Corn Syrup, Sugar, Modified Corn Starch, Pear Juice Concentrate, Apple Juice Concentrate. Contains 2% Or Less Of: Citric Acid, Fruit Pectin, Sodium Citrate, Malic Acid, Dextrose, Color (Vegetable Juice, Fruit Juice, And Spirulina Extract), Potassium Citrate, Vitamin C (Ascorbic Acid), Sunflower Oil+, Natural Flavor, Carnauba Wax.",Chocolate & Candy
