product_name,categories_en,categories_tags,proteins_100g,sugars_100g,fat_100g,fiber_100g,energy_100g,ingredients_text,Primary_Category
Black olive tapenade,Salted-snacks,en:salted-snacks,0.0,0.0,13.33,0.0,556.0,"Black olives, red bell peppers, zucchini, capers, canola oil, diced tomatoes (tomatoes, tomato juice, citric acid, calcium chloride), dijon mustard (water, mustard seeds, vinegar, salt), sugar, garlic, balsamic vinegar, salt, concentrated lemon juice, spices, citric acid.",Other Snacks
Piquillo peppers,Salted-snacks,en:salted-snacks,1.54,4.62,0.0,1.5,146.0,"Piquillo pepper, water, sugar, salt, citric acid, calcium chloride.",Other Snacks
Premium hand cooked xl virginia peanuts,Snacks,en:snacks,25.0,3.57,53.57,7.1,2540.0,"Peanuts, vegetable oil (contains one or more of the following: coconut, cottonseed or canola oil), salt.",Nuts & Seeds
Original entertainer snack crackers,"Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",6.67,6.67,20.0,6.7,1954.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, folic acid), sunflower and/or canola oil (contains ascorbic acid and rosemary for freshness), sugar, corn syrup, malted barley extract, salt, ammonium bicarbonate, sodium bicarbonate, natural flavor, monocalcium phosphate, sodium metabisulfite, enzymes.",Chips & Salty Snacks
"Vegetable entertainer snack crackers, vegetable","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",6.67,6.67,20.0,6.7,1954.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness), dehydrated vegetable and seasoning blend (carrot, onion, dexrose, salt, celery, corn starch, red bell pepper, tomatoes, onion powder, green pepper powder, autolyzed yeast extract, calcium silicate, [anticaking agent]), sugar, corn syrup, ammonium bicarbonate, sodium bicarbonate, salt, sodium metabisulfite, enzymes.",Chips & Salty Snacks
Original specialty water crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,6.67,0.0,1674.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness), salt, sugar.",Chips & Salty Snacks
Toasted sesame seed specialty water crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,10.0,6.7,1674.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness) sesame seeds, salt, sugar.",Nuts & Seeds
Cracked pepper and poppy seed specialty water crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,6.67,6.7,1674.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness), poppy seeds, black pepper, sugar, salt.",Nuts & Seeds
Reduced sodium cracked wheat entertainer snack crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",13.33,0.0,10.0,6.7,1812.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), cracked wheat, sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness), yeast, whey powder, malt barley flour, sodium bicarbonate, ammonium bicarbonate, monocalcium phosphate, sodium metabisulfite, enzymes.",Chips & Salty Snacks
Mini original specialty water crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,6.67,0.0,1674.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower and/or canola oil (contains ascorbic acid and rosemary extract for freshness), salt, sugar.",Chips & Salty Snacks
Red pepper & artichoke tapenade,Salted-snacks,en:salted-snacks,0.0,3.33,3.33,0.0,209.0,"Roasted red peppers, artichoke hearts (artichokes, water, salt, citric acid, ascorbic acid), onions, extra virgin olive oil, garlic, salt, white vinegar, spices, crushed chili.",Other Snacks
"Unsweetened Applesauce, Unsweetened",Snacks,en:snacks,0.0,7.08,0.0,1.8,184.0,"Organic Apples, Water",Chocolate & Candy
Natural microwave popcorn,Snacks,en:snacks,9.38,0.0,7.81,12.5,1569.0,"Organic yellow popcorn, organic palm oil, salt.",Chips & Salty Snacks
"Butter flavor microwave popcorn, butter",Snacks,en:snacks,9.09,0.0,18.18,15.2,1648.0,"Organic popcorn, organic butter flavor, organic palm oil, salt, annatto.",Chips & Salty Snacks
Organics raisins,Snacks,en:snacks,2.38,69.05,0.0,4.8,1297.0,Organic raisins.,Fruit Snacks
Pine nuts,Snacks,en:snacks,13.33,3.33,66.67,3.3,2791.0,Pine nuts.,Nuts & Seeds
Wasabi peas,Snacks,en:snacks,13.33,10.0,10.0,16.7,1812.0,"Peas, corn starch, wasabi flavor, liquid sugar, palm oil, sea salt, artificial colors (yellow 5, blue 1).",Other Snacks
Grilled quartered artichokes in oil,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables,Salted-snacks","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables,en:salted-snacks",3.33,3.33,13.33,3.3,699.0,"Artichoke, sunflower oil, distilled vinegar, salt, citric acid, spice mix (dehydrated parsley, dehydrated oregano, black pepper powder and red hot chili), dehydrated garlic, ascorbic acid.",Fruit Snacks
Grilled peppers,Salted-snacks,en:salted-snacks,1.67,4.44,0.0,1.7,138.0,"Piquillo pepper, water, sugar, salt, citric acid, calcium chloride.",Other Snacks
Grilled vegetables,Salted-snacks,en:salted-snacks,3.33,3.33,6.67,3.3,490.0,"Vegetable mix (eggplant, piquillo pepper, zucchini), sunflower oil, distilled vinegar, salt, dehydrated garlic, sugar, dehydrated parsley, citric acid, calcium chloride.",Other Snacks
Baked snack crackers with a buttery taste,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,6.67,20.0,3.3,1954.0,"Organic wheat flour, organic high oleic safflower oil and/or organic high oleic sunflower oil and/or organic palm oil, organic sugar, contains less than 2% of each of the following: organic cane syrup, ammonium bicarbonate, monocalcium phosphate, sea salt, baking soda, salt, organic soy lecithin, tocopherols preservative, natural flavor, acacia (gum arabic), papain, enzymes.",Chips & Salty Snacks
"Cheese crackers, cheese","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",6.67,0.0,16.67,3.3,1812.0,"Organic wheat flour, organic high oleic safflower oil and/or organic high oleic sunflower oil, sea salt, cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), contains less than 2% of each of the following: dried organic cheese blend (organic cheddar cheese [organic cultured pasteurized milk, salt, enzymes], organic nonfat milk, disodium phosphate), organic paprika color, cream of tartar, organic dried yeast, baking soda, organic malt extract, organic cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), nonfat milk, salt, butter oil, organic annatto extract color, sodium citrate, organic buttermilk blend (organic buttermilk, organic skim milk), tocopherols preservative, natural flavors, organic guar gum, enzymes.",Chips & Salty Snacks
Duck crackers,"Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",6.67,0.0,16.67,3.3,1954.0,"Organic wheat flour, organic palm oil and/or organic high oleic safflower oil and/or organic high oleic sunflower oil, contains less than 2 % of each of the following: dried organic cheese blend (organic cheddar cheese organic cultured pasteurized milk, salt, enzymes), organic nonfat milk, disodium phosphate), cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), sea salt, organic paprika color, salt, cream of tartar, organic dried yeast, organic malt extract, baking soda, organic onion powder, nonfat milk, organic annatto extract color, butter oil, organic buttermilk blend (organic buttermilk, organic skim milk), sodium citrate, tocopherols preservative, natural flavors.",Chips & Salty Snacks
Kale Chopped Salad,Salted-snacks,en:salted-snacks,5.0,1.0,14.0,2.0,837.0,"Kale, brussels sprouts, lemon garlic vinaigrette (water, soybean oil, olive oil, white balsamic vinegar [wine vinegar, grape must, caramel color], garlic, honey, lemon juice concentrate, shallot, sugar, lemon peel, dijon mustard [distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices], orange juice concentrate, salt, spices, xanthan gum, red chili pepper flakes, lemon oil), radicchio, crushed croutons (wheat flour [wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], canola oil, olive oil, parmesan cheese [cow's milk, cheese culture, salt, enzymes, powdered cellulose], salt, garlic, sugar yeast), asiago cheese (fresh asiago cheese [pasteurized milk, cheese culture, salt, enzymes] potato starch and powdered cellulose [to prevent caking], natamycin [a natural mold inhibitor]).",Other Snacks
"White chocolate macadamia nut gourmet cookies, white chocolate macadamia nut","Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",4.42,38.05,22.12,0.9,1925.0,"Bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, white confectionery chunks (sugar, cocoa butter, whole milk powder, skim milk powder, milkfat, soy lecithin, vanilla), vegetable oil (palm), macadamia nuts, eggs, butter (cream, salt), margarine (palm oil, water, salt, vegetable monoglycerides, natural butter flavor, citric acid, vitamin a palmitate and beta carotene (color), milk], high fructose corn syrup, molasses, water, salt, baking soda, natural and artificial flavor, sodium acid pyrophosphate.",Nuts & Seeds
Chocolate Chunk Cookies,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",3.23,38.71,19.35,3.2,1891.0,"Bleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, semisweet chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin, artificial flavor, milk), vegetable oil (palm), eggs, butter (cream, salt), margarine (palm oil, water, salt, vegetable monoglycerides, natural butter flavor, citric acid, vitamin a palmitate and beta carotene [color], milk), high fructose corn syrup, molasses, water, salt, baking soda, natural and artificial flavor, sodium acid pyrophosphate.",Cookies & Biscuits
"Gluten free blueberry mini muffins, blueberry","Snacks,Sweet snacks,Biscuits and cakes,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",4.35,26.09,17.39,0.0,1456.0,"Sugar, eragrostis teff flour, whole eggs, soybean oil, blueberries, water, cornstarch, nonfat milk, palm oil, leavening (cream of tartar, baking soda), salt, soy lecithin, natural flavor.",Cookies & Biscuits
Sugar free blueberry mini muffins,"Snacks,Sweet snacks,Biscuits and cakes,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",4.35,0.0,17.39,0.0,1272.0,"Maltitol, bleached wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), whole eggs, soybean oil, water, modified food starch, blueberries, whey (milk), leavening (sodium acetate), wheat gluten, salt, propylene glycol, monoesters, mono and diglycerides, sorbate (preservative), tricalcium phosphate, soy flour.",Cookies & Biscuits
Sugar free pound cake,"Snacks,Sweet snacks,Biscuits and cakes,Cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes",5.13,0.0,17.95,0.0,1393.0,"Maltitol, bleached wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), whole eggs, soybean oil, water, modified food starch, whey (milk), leavening (sodium acetate), wheat gluten, salt, propylene glycol, monoesters, mono and diglycerides, sodium stearoyl lactylate, acesulfame k, natural and artificial flavor, potassium sorbate (preservative), tricalcium phosphate, soy flour.",Cookies & Biscuits
"Frosted toaster pastries, strawberry","Snacks,Sweet snacks,Biscuits and cakes,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",2.88,38.46,8.65,1.0,1569.0,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, contains less than 2% of: whey permeate, glycerin, modified cornstarch, water, white grape juice concentrate, salt, pre-gelatinized yellow corn meal, leavening (sodium aluminum phosphate, baking soda), color added, strawberry juice concentrate, citric acid, malic acid, natural and artificial flavor, potassium sorbate (preservative), gelatin, enzyme modified soy protein, flour, yellow corn flour, turmeric oleoresin color, red 40, blue 1, vitamin a palmitate, reduced iron, niacin, niacinamide, pyridoxine hydrochloride, thiamine mononitrate, riboflavin, folic acid.",Cookies & Biscuits
"Frosted brown sugar cinnamon toaster pastries, frosted brown sugar cinnamon","Snacks,Sweet snacks,Biscuits and cakes,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",2.88,39.42,9.62,1.0,1611.0,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, brown sugar, whey permeate, contains less than 2% of: modified cornstarch, water, pre-gelatinized yellow corn meal, salt, cinnamon, leavening (sodium aluminum phosphate, baking soda), color added, citric acid, potassium sorbate (preservative), gelatin, soy lecithin, enzyme modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride, riboflavin, thiamine mononitrate.",Cookies & Biscuits
"Blueberry frosted toaster pastries, blueberry","Snacks,Sweet snacks,Biscuits and cakes,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries",3.85,36.54,10.58,1.0,1569.0,"Enriched wheat flour (flour, niacin, reduced iron, thiamine hydrochloride, riboflavin, folic acid), corn syrup, sugar, high fructose corn syrup, palm oil, contains less than 2% of: whey permeate, glycerin, water, modified cornstarch, white grape juice concentrate, blueberry juice concentrate, pre-gelatinized yellow corn meal, salt, leavening (sodium aluminum phosphate, baking soda), citric acid, red 40, color added, potassium sorbate (preservative), natural and artificial flavor, blue 1, gelatin, enzyme modified soy protein, flour, yellow corn flour, turmeric oleoresin color, vitamin a palmitate, reduced iron, niacin, niacinamide, pyridoxine hydrochloride, riboflavin, thiamine mononitrate, folic acid.",Cookies & Biscuits
Sundried tomatoes dided,Salted-snacks,en:salted-snacks,5.0,8.33,15.0,8.3,908.0,"Rehydrated sundried tomatoes, sunflower oil, wine vinegar, salt, oregano, capers, citric acid, ascorbic acid.",Other Snacks
"Wheat golden crackers, wheat","Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,6.67,16.67,3.3,1954.0,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), whole wheat flour*, vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), sugar, salt, contains two percent or less of: leavening (baking soda, calcium phosphate), high fructose corn syrup, soy lecithin** (emulsifier), sodium sulfite.",Chips & Salty Snacks
Rosemary & olive oil weav-its crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",7.14,3.57,14.29,10.7,1795.0,"Whole wheat*. vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), rosemary seasoning (maltodextrin, dextrose, salt, onion powder, sugar, spices, garlic powder, monosodium glutamate, natural flavor, sulfites), extra virgin olive oil.",Chips & Salty Snacks
Multigrain wheat crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.45,6.45,19.35,9.7,1891.0,"Enriched wheat flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), sugar, scotch oatmeal, rye flour, twelve grain flour blend** (wheat, rye, triticale, barley, corn, millet, soy, durum wheat, oats, sunflower seed, flaxseed, sesame seed), modified cornstarch, wheat germ*, salt, inulin (chicory root), invert syrup, cellulose, malt syrup (barley), whey protein concentrateÃ¢â‚¬ (milk), onion powder, baking soda, calcium phosphate, sodium sulfite and enzymes (protease).",Chips & Salty Snacks
Wheat saltine crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,6.67,6.7,1674.0,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), whole wheat flour*, vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), contains two percent or less of: salt, sugar, caramel color, yeast, malted barley flour, sodium sulfite, enzymes, leavening (baking soda).",Chips & Salty Snacks
Salted colossal cashews,Snacks,en:snacks,17.86,3.57,46.43,3.6,2389.0,"Cashews, peanut and/or canola and/or cottonseed oil, salt.",Nuts & Seeds
Salted mammoth pecans,Snacks,en:snacks,10.71,3.57,75.0,10.7,2987.0,"Pecans, peanut and/or canola and/or cottonseed oil, salt.",Other Snacks
Salted deluxe mixed nuts,Snacks,en:snacks,16.67,3.33,53.33,6.7,2510.0,"Cashews, almonds, macadamia nuts, pecans, peanut and/or canola and/or cottonseed oil, salt.",Nuts & Seeds
Salted colossal cashew & almond mix,Snacks,en:snacks,21.43,3.57,53.57,10.7,2540.0,"Cashews, almonds, peanut and/or canola and/or cottonseed oil, salt.",Nuts & Seeds
"Original Applesauce, Original",Snacks,en:snacks,0.0,14.3,0.0,0.802,298.0,"Apples, Sugar, Water, Ascorbic Acid (To Maintain Color).",Other Snacks
"Unsweetened applesauce, unsweetened",Snacks,en:snacks,0.0,9.84,0.0,1.6,238.0,"Apples, water, ascorbic acid (to maintain color).",Chocolate & Candy
"Original applesauce, original",Snacks,en:snacks,0.0,14.29,0.0,0.8,297.0,"Apples, sugar, water, ascorbic acid (to maintain color).",Other Snacks
"Cinnamon applesauce, cinnamon",Snacks,en:snacks,0.0,13.49,0.0,0.8,264.0,"Apples, sugar, water, cinnamon, ascorbic acid (to maintain color).",Other Snacks
Chip blitz chewy cookies,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",3.23,32.26,19.35,3.2,1891.0,"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), high fructose corn syrup, palm oil, semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, soy lecithin, salt, vanilla extract), sugar, modified cornstarch, contains 12% or less of: cocoa powder, dextrose, baking soda, salt, caramel color, skim milk, soy lecithin, natural and artificial flavor.",Chips & Salty Snacks
Deluxe chocolate chip cookie mix,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",4.55,45.45,11.36,4.5,1711.0,"Enriched bleached flour (bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, emulsifier [soy lecithin], artificial flavor), brown sugar, sugar, vegetable shortening ([contains one or more of the following: canola and/or palm oil] with tbhq [preservative]). contains 2% or less of each of the following: salt, artificial flavor, leavening (baking soda).",Chips & Salty Snacks
"Deluxe peanut butter cookie mix, deluxe peanut butter","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:baking-mixes,en:cake-mixes",7.69,42.31,13.46,3.8,1770.0,"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid, sugar, peanut butter (peanuts, dextrose, fully hydrogenated vegetable oils [cottonseed, soybean, rapeseed], salt), brown sugar, vegetable shortening ([contains one or more of the following: canola and/or palm oil] with tbhq [preservative]). contains 2% or less of each of the following: dextrose, salt, natural and artificial flavor, leavening (baking soda).",Nuts & Seeds
Soup & oyster crackers,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",6.67,0.0,10.0,0.0,1674.0,"Enriched flour* (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), vegetable oil (contains one or more of the following: palm, canola, soybean with tbhq for freshness), salt, contains two percent or less of: leavening (baking soda), yeast, sodium sulfite, enzymes, malted barley flour.",Chips & Salty Snacks
Premium hand cooked xl virginia peanuts,Snacks,en:snacks,25.0,3.57,50.0,7.1,2389.0,"Peanuts, salt, spices, peanut oil.",Nuts & Seeds
Cake ice cream cups,"Snacks,Sweet snacks,Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes",0.0,20.0,0.0,0.0,1674.0,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), tapioca starch, sugar, contains less than 2% of: annatto extract (vegetable color), canola oil, leavening (ammonium bicarbonate, sodium bicarbonate), natural flavor, salt.",Cookies & Biscuits
Restaurant style tortilla chips,Snacks,en:snacks,7.14,0.0,21.43,3.6,2092.0,"White corn, vegetable oil (one or more of the following: corn, cottonseed, palm, soybean, sunflower), salt.",Chips & Salty Snacks
Tortilla chips,Snacks,en:snacks,7.14,0.0,21.43,3.6,2092.0,"White corn, vegetable oil (one or more of the following: corn, cottonseed, palm, soybean, sunflower), salt.",Chips & Salty Snacks
"Puffs, cheese curls",Snacks,en:snacks,3.57,3.57,35.71,0.0,2389.0,"Corn meal, vegetable oil (one or more of the following: corn, cottonseed, palm, sunflower), cheese blend (maltodextrin, whey, sunflower oil, cheddar cheese [pasteurized milk, cheese culture, salt, enzymes], salt, monosodium glutamate, sodium phosphate, butter [cream, salt], natural flavor, citric acid, lactic acid, yellow 5, yellow 6, enzymes), salt.",Other Snacks
Sea salt baked pita chips,Snacks,en:snacks,10.71,3.57,10.71,3.6,1644.0,"Enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower and/or safflower oil (vitamin e and rosemary extract), yeast, salt cane sugar, sea salt.",Chips & Salty Snacks
Multigrain - sea salt baked pita chips,Snacks,en:snacks,14.29,3.57,10.71,10.7,1644.0,"Enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), whole wheat flour, wheat bran, sesame seed, flaxseed, sunflower and/or safflower oil (vitamin e and rosemary extract), wheat gluten, oatmeal, yellow cornmeal, millet, yeast, sugar cane fiber, cane sugar, sea salt.",Chips & Salty Snacks
Original chocolate sandwich creme filled cookie,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",5.88,41.18,17.65,2.9,1971.0,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable oil (palm and canola oil), cocoa (processed with alkali), high fructose corn syrup, contains 2% or less of: leavening (baking soda, calcium phosphate), salt, chocolate, soy lecithin, artificial flavor.",Cookies & Biscuits
Chocolate fudge sandwich creme filled cookie,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",3.45,44.83,20.69,3.4,2021.0,"Sugar, enriched bleached wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), palm and/or soybean oil (with tbhq for freshness), cocoa (processed with alkali), cocoa powder, contains 2% or less of: high fructose corn syrup, corn starch, leavening (baking soda, calcium phosphate), salt, soy lecithin, dextrose, natural and artificial flavor, gum acacia, caramel color.",Cookies & Biscuits
Original chocolate sandwich double creme filled cookie,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",3.45,48.28,20.69,3.4,2021.0,"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), vegetable oil (palm and canola oil), cocoa (processed with alkali), high fructose corn syrup, contains 2% or less of: leavening (baking soda, calcium phosphate), salt, soy lecithin, chocolate, artificial flavor.",Cookies & Biscuits
Vanilla sandwich creme filled cookie,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",2.94,38.24,20.59,0.0,1971.0,"Enriched wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, palm oil, contains 2% or less of: corn syrup, salt, baking soda, soy lecithin, natural and artificial vanilla flavor.",Cookies & Biscuits
Honey lowfat graham crackers,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",5.71,22.86,5.71,5.7,1674.0,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), graham flour (whole grain wheat flour), sugar, high oleic canola and/or soybean oil with tbhq and citric acid to preserve freshness, honey, contains 2% or less of: baking soda, calcium carbonate, salt, artificial flavor, datem, soy lecithin, sodium sulfite.",Chips & Salty Snacks
Original cheddar cheese crackers,"Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers (Appetizers)","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers",6.67,0.0,26.67,3.3,2092.0,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), high oleic canola and/or soybean oil (with tbhq and citric acid for freshness), cheddar cheese (milk, salt, cheese cultures, enzymes, annatto [color]), enzyme modified skim milk cheddar cheese product (pasteurized skim milk, whey and milk protein concentrate, cheese cultures, salt, enzymes), contains 2% or less of: salt, paprika, natural flavor, leavening (yeast, baking soda), yeast extract, color (paprika oleoresin, annatto extract, turmeric extract), enzymes.",Chips & Salty Snacks
"Dip style potato chips, sour cream 'n onion",Snacks,en:snacks,7.14,0.0,32.14,3.6,2243.0,"Fresh choice potatoes cooked in one or more of the following pure vegetable oils: corn, cottonseed, canola, palm or soybean, salt. ingredients of seasoning: maltodextrin, onion powder, cultured sour cream (cream, cultures, lactic acid), salt, garlic powder, citric acid, dehydrated parsley, monosodium glutamate, sodium caseinate, spice, disodium guanylate, disodium inosinate, natural and artificial flavor.",Chips & Salty Snacks
"Muffins, blueberry","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Muffins,Pastries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins,en:pastries",5.05,22.22,18.18,2.0,1435.0,"Sugar, whole eggs, canola oil, wild maine blueberries, gluten free oat flour, water, potato flour, potato starch, vanilla, baking powder (sodium acid pyrophosphate, sodium bicarbonate, cornstarch, monocalcium phosphate), salt, xanthan gum, fumaric acid (mold inhibitor), hydrogenated palm oil.",Cookies & Biscuits
